n,r,run,hops,grid_type
10,0,0,4,flat
10,0,0,3,flat
10,0,0,5,flat
10,0,0,2,flat
10,0,0,7,flat
10,0,0,6,flat
10,0,0,4,flat
10,0,0,3,flat
10,0,0,9,flat
10,0,0,4,flat
10,0,0,8,flat
10,0,0,5,flat
10,0,0,9,flat
10,0,0,4,flat
10,0,0,3,flat
10,0,0,4,flat
10,0,0,5,flat
10,0,0,4,flat
10,0,0,4,flat
10,0,0,6,flat
10,0,0,8,flat
10,0,0,5,flat
10,0,0,1,flat
10,0,0,7,flat
10,0,0,6,flat
10,0,0,6,flat
10,0,0,3,flat
10,0,0,2,flat
10,0,0,5,flat
10,0,0,2,flat
10,0,0,2,flat
10,0,0,4,flat
10,0,0,6,flat
10,0,0,4,flat
10,0,0,8,flat
10,0,0,4,flat
10,0,0,5,flat
10,0,0,1,flat
10,0,0,2,flat
10,0,0,2,flat
10,0,0,4,flat
10,0,0,5,flat
10,0,0,3,flat
10,0,0,5,flat
10,0,0,2,flat
10,0,0,7,flat
10,0,0,8,flat
10,0,0,4,flat
10,0,0,2,flat
10,0,0,6,flat
10,0,0,5,flat
10,0,0,6,flat
10,0,0,2,flat
10,0,0,6,flat
10,0,0,2,flat
10,0,0,4,flat
10,0,0,3,flat
10,0,0,3,flat
10,0,0,5,flat
10,0,0,2,flat
10,0,0,2,flat
10,0,0,5,flat
10,0,0,5,flat
10,0,0,4,flat
10,0,0,3,flat
10,0,0,3,flat
10,0,0,6,flat
10,0,0,3,flat
10,0,0,4,flat
10,0,0,5,flat
10,0,0,3,flat
10,0,0,7,flat
10,0,0,2,flat
10,0,0,5,flat
10,0,0,5,flat
10,0,0,6,flat
10,0,0,2,flat
10,0,0,5,flat
10,0,0,2,flat
10,0,0,4,flat
10,0,0,8,flat
10,0,0,7,flat
10,0,0,4,flat
10,0,0,4,flat
10,0,0,4,flat
10,0,0,4,flat
10,0,0,2,flat
10,0,0,4,flat
10,0,0,6,flat
10,0,0,8,flat
10,0,0,3,flat
10,0,0,4,flat
10,0,0,5,flat
10,0,0,5,flat
10,0,0,5,flat
10,0,0,5,flat
10,0,0,3,flat
10,0,0,5,flat
10,0,0,5,flat
10,0,0,4,flat
10,0,0,6,flat
10,0,0,2,flat
10,0,0,5,flat
10,0,0,4,flat
10,0,0,6,flat
10,0,0,7,flat
10,0,0,5,flat
10,0,0,9,flat
10,0,0,2,flat
10,0,0,3,flat
10,0,0,4,flat
10,0,0,3,flat
10,0,0,3,flat
10,0,0,5,flat
10,0,0,4,flat
10,0,0,3,flat
10,0,0,2,flat
10,0,0,3,flat
10,0,0,4,flat
10,0,0,7,flat
10,0,0,4,flat
10,0,0,9,flat
10,0,0,5,flat
10,0,0,3,flat
10,0,0,6,flat
10,0,0,3,flat
10,0,0,6,flat
10,0,0,5,flat
10,0,0,2,flat
10,0,0,5,flat
10,0,0,6,flat
10,0,0,7,flat
10,0,0,4,flat
10,0,0,1,flat
10,0,0,3,flat
10,0,0,8,flat
10,0,0,2,flat
10,0,0,6,flat
10,0,0,9,flat
10,0,0,6,flat
10,0,0,5,flat
10,0,0,3,flat
10,0,0,5,flat
10,0,0,4,flat
10,0,0,5,flat
10,0,0,4,flat
10,0,0,6,flat
10,0,0,6,flat
10,0,0,6,flat
10,0,0,5,flat
10,0,0,4,flat
10,0,0,5,flat
10,0,0,4,flat
10,0,0,9,flat
10,0,0,6,flat
10,0,0,7,flat
10,0,0,5,flat
10,0,0,7,flat
10,0,0,5,flat
10,0,0,5,flat
10,0,0,8,flat
10,0,0,4,flat
10,0,0,3,flat
10,0,0,8,flat
10,0,0,5,flat
10,0,0,4,flat
10,0,0,1,flat
10,0,0,4,flat
10,0,0,2,flat
10,0,0,3,flat
10,0,0,1,flat
10,0,0,5,flat
10,0,0,5,flat
10,0,0,5,flat
10,0,0,6,flat
10,0,0,4,flat
10,0,0,7,flat
10,0,0,3,flat
10,0,0,5,flat
10,0,0,8,flat
10,0,0,6,flat
10,0,0,6,flat
10,0,0,6,flat
10,0,0,5,flat
10,0,0,4,flat
10,0,0,6,flat
10,0,0,1,flat
10,0,0,5,flat
10,0,0,5,flat
10,0,0,3,flat
10,0,0,3,flat
10,0,0,6,flat
10,0,0,5,flat
10,0,0,7,flat
10,0,0,3,flat
10,0,0,6,flat
10,0,0,4,flat
10,0,0,7,flat
10,0,0,3,flat
10,0,0,7,flat
10,0,1,6,flat
10,0,1,5,flat
10,0,1,3,flat
10,0,1,3,flat
10,0,1,3,flat
10,0,1,3,flat
10,0,1,2,flat
10,0,1,6,flat
10,0,1,8,flat
10,0,1,9,flat
10,0,1,2,flat
10,0,1,6,flat
10,0,1,5,flat
10,0,1,5,flat
10,0,1,3,flat
10,0,1,4,flat
10,0,1,5,flat
10,0,1,3,flat
10,0,1,2,flat
10,0,1,8,flat
10,0,1,6,flat
10,0,1,5,flat
10,0,1,4,flat
10,0,1,5,flat
10,0,1,6,flat
10,0,1,3,flat
10,0,1,6,flat
10,0,1,4,flat
10,0,1,4,flat
10,0,1,6,flat
10,0,1,6,flat
10,0,1,5,flat
10,0,1,5,flat
10,0,1,3,flat
10,0,1,5,flat
10,0,1,9,flat
10,0,1,1,flat
10,0,1,8,flat
10,0,1,5,flat
10,0,1,7,flat
10,0,1,6,flat
10,0,1,1,flat
10,0,1,8,flat
10,0,1,4,flat
10,0,1,3,flat
10,0,1,5,flat
10,0,1,4,flat
10,0,1,2,flat
10,0,1,5,flat
10,0,1,1,flat
10,0,1,5,flat
10,0,1,4,flat
10,0,1,5,flat
10,0,1,4,flat
10,0,1,3,flat
10,0,1,6,flat
10,0,1,6,flat
10,0,1,5,flat
10,0,1,2,flat
10,0,1,4,flat
10,0,1,4,flat
10,0,1,5,flat
10,0,1,4,flat
10,0,1,3,flat
10,0,1,2,flat
10,0,1,5,flat
10,0,1,6,flat
10,0,1,3,flat
10,0,1,8,flat
10,0,1,4,flat
10,0,1,7,flat
10,0,1,4,flat
10,0,1,3,flat
10,0,1,2,flat
10,0,1,6,flat
10,0,1,4,flat
10,0,1,7,flat
10,0,1,7,flat
10,0,1,5,flat
10,0,1,7,flat
10,0,1,6,flat
10,0,1,4,flat
10,0,1,5,flat
10,0,1,1,flat
10,0,1,3,flat
10,0,1,3,flat
10,0,1,6,flat
10,0,1,4,flat
10,0,1,7,flat
10,0,1,4,flat
10,0,1,4,flat
10,0,1,6,flat
10,0,1,5,flat
10,0,1,5,flat
10,0,1,2,flat
10,0,1,7,flat
10,0,1,4,flat
10,0,1,3,flat
10,0,1,7,flat
10,0,1,9,flat
10,0,1,3,flat
10,0,1,2,flat
10,0,1,2,flat
10,0,1,8,flat
10,0,1,4,flat
10,0,1,6,flat
10,0,1,9,flat
10,0,1,4,flat
10,0,1,5,flat
10,0,1,3,flat
10,0,1,2,flat
10,0,1,1,flat
10,0,1,9,flat
10,0,1,5,flat
10,0,1,3,flat
10,0,1,7,flat
10,0,1,7,flat
10,0,1,5,flat
10,0,1,2,flat
10,0,1,6,flat
10,0,1,6,flat
10,0,1,4,flat
10,0,1,3,flat
10,0,1,9,flat
10,0,1,7,flat
10,0,1,1,flat
10,0,1,5,flat
10,0,1,3,flat
10,0,1,4,flat
10,0,1,8,flat
10,0,1,5,flat
10,0,1,5,flat
10,0,1,4,flat
10,0,1,5,flat
10,0,1,4,flat
10,0,1,2,flat
10,0,1,5,flat
10,0,1,3,flat
10,0,1,3,flat
10,0,1,5,flat
10,0,1,6,flat
10,0,1,4,flat
10,0,1,7,flat
10,0,1,5,flat
10,0,1,2,flat
10,0,1,3,flat
10,0,1,3,flat
10,0,1,9,flat
10,0,1,4,flat
10,0,1,6,flat
10,0,1,2,flat
10,0,1,3,flat
10,0,1,1,flat
10,0,1,8,flat
10,0,1,5,flat
10,0,1,6,flat
10,0,1,6,flat
10,0,1,3,flat
10,0,1,9,flat
10,0,1,6,flat
10,0,1,4,flat
10,0,1,4,flat
10,0,1,5,flat
10,0,1,6,flat
10,0,1,7,flat
10,0,1,5,flat
10,0,1,9,flat
10,0,1,6,flat
10,0,1,2,flat
10,0,1,8,flat
10,0,1,3,flat
10,0,1,8,flat
10,0,1,1,flat
10,0,1,8,flat
10,0,1,3,flat
10,0,1,4,flat
10,0,1,5,flat
10,0,1,9,flat
10,0,1,2,flat
10,0,1,7,flat
10,0,1,8,flat
10,0,1,2,flat
10,0,1,1,flat
10,0,1,8,flat
10,0,1,6,flat
10,0,1,4,flat
10,0,1,4,flat
10,0,1,2,flat
10,0,1,3,flat
10,0,1,4,flat
10,0,1,3,flat
10,0,1,4,flat
10,0,1,5,flat
10,0,1,6,flat
10,0,1,1,flat
10,0,1,5,flat
10,0,1,3,flat
10,0,1,4,flat
10,0,1,4,flat
10,0,1,3,flat
10,0,2,6,flat
10,0,2,4,flat
10,0,2,7,flat
10,0,2,4,flat
10,0,2,5,flat
10,0,2,2,flat
10,0,2,5,flat
10,0,2,1,flat
10,0,2,1,flat
10,0,2,6,flat
10,0,2,3,flat
10,0,2,6,flat
10,0,2,7,flat
10,0,2,6,flat
10,0,2,6,flat
10,0,2,5,flat
10,0,2,4,flat
10,0,2,8,flat
10,0,2,4,flat
10,0,2,5,flat
10,0,2,4,flat
10,0,2,7,flat
10,0,2,6,flat
10,0,2,6,flat
10,0,2,9,flat
10,0,2,8,flat
10,0,2,8,flat
10,0,2,4,flat
10,0,2,5,flat
10,0,2,5,flat
10,0,2,6,flat
10,0,2,1,flat
10,0,2,5,flat
10,0,2,3,flat
10,0,2,7,flat
10,0,2,8,flat
10,0,2,5,flat
10,0,2,6,flat
10,0,2,4,flat
10,0,2,4,flat
10,0,2,3,flat
10,0,2,6,flat
10,0,2,5,flat
10,0,2,2,flat
10,0,2,2,flat
10,0,2,4,flat
10,0,2,7,flat
10,0,2,5,flat
10,0,2,2,flat
10,0,2,5,flat
10,0,2,5,flat
10,0,2,5,flat
10,0,2,6,flat
10,0,2,3,flat
10,0,2,6,flat
10,0,2,4,flat
10,0,2,1,flat
10,0,2,3,flat
10,0,2,5,flat
10,0,2,4,flat
10,0,2,2,flat
10,0,2,5,flat
10,0,2,3,flat
10,0,2,2,flat
10,0,2,4,flat
10,0,2,6,flat
10,0,2,5,flat
10,0,2,5,flat
10,0,2,3,flat
10,0,2,4,flat
10,0,2,3,flat
10,0,2,3,flat
10,0,2,8,flat
10,0,2,5,flat
10,0,2,9,flat
10,0,2,4,flat
10,0,2,4,flat
10,0,2,5,flat
10,0,2,7,flat
10,0,2,7,flat
10,0,2,6,flat
10,0,2,5,flat
10,0,2,5,flat
10,0,2,5,flat
10,0,2,9,flat
10,0,2,6,flat
10,0,2,4,flat
10,0,2,8,flat
10,0,2,4,flat
10,0,2,3,flat
10,0,2,4,flat
10,0,2,6,flat
10,0,2,4,flat
10,0,2,4,flat
10,0,2,4,flat
10,0,2,8,flat
10,0,2,5,flat
10,0,2,2,flat
10,0,2,3,flat
10,0,2,3,flat
10,0,2,4,flat
10,0,2,3,flat
10,0,2,4,flat
10,0,2,6,flat
10,0,2,6,flat
10,0,2,3,flat
10,0,2,3,flat
10,0,2,3,flat
10,0,2,1,flat
10,0,2,5,flat
10,0,2,2,flat
10,0,2,2,flat
10,0,2,2,flat
10,0,2,6,flat
10,0,2,2,flat
10,0,2,5,flat
10,0,2,4,flat
10,0,2,2,flat
10,0,2,4,flat
10,0,2,5,flat
10,0,2,10,flat
10,0,2,5,flat
10,0,2,5,flat
10,0,2,5,flat
10,0,2,1,flat
10,0,2,4,flat
10,0,2,7,flat
10,0,2,4,flat
10,0,2,8,flat
10,0,2,2,flat
10,0,2,8,flat
10,0,2,5,flat
10,0,2,3,flat
10,0,2,8,flat
10,0,2,3,flat
10,0,2,4,flat
10,0,2,3,flat
10,0,2,2,flat
10,0,2,3,flat
10,0,2,3,flat
10,0,2,7,flat
10,0,2,8,flat
10,0,2,5,flat
10,0,2,7,flat
10,0,2,3,flat
10,0,2,6,flat
10,0,2,3,flat
10,0,2,7,flat
10,0,2,6,flat
10,0,2,4,flat
10,0,2,4,flat
10,0,2,2,flat
10,0,2,2,flat
10,0,2,9,flat
10,0,2,5,flat
10,0,2,1,flat
10,0,2,8,flat
10,0,2,3,flat
10,0,2,6,flat
10,0,2,5,flat
10,0,2,4,flat
10,0,2,8,flat
10,0,2,2,flat
10,0,2,4,flat
10,0,2,4,flat
10,0,2,6,flat
10,0,2,3,flat
10,0,2,3,flat
10,0,2,6,flat
10,0,2,2,flat
10,0,2,1,flat
10,0,2,4,flat
10,0,2,1,flat
10,0,2,3,flat
10,0,2,3,flat
10,0,2,4,flat
10,0,2,9,flat
10,0,2,5,flat
10,0,2,5,flat
10,0,2,4,flat
10,0,2,2,flat
10,0,2,4,flat
10,0,2,3,flat
10,0,2,8,flat
10,0,2,9,flat
10,0,2,12,flat
10,0,2,4,flat
10,0,2,6,flat
10,0,2,4,flat
10,0,2,2,flat
10,0,2,2,flat
10,0,2,2,flat
10,0,2,6,flat
10,0,2,2,flat
10,0,2,7,flat
10,0,2,4,flat
10,0,2,6,flat
10,0,2,9,flat
10,0,2,3,flat
10,0,2,3,flat
10,0,3,2,flat
10,0,3,7,flat
10,0,3,5,flat
10,0,3,2,flat
10,0,3,5,flat
10,0,3,4,flat
10,0,3,4,flat
10,0,3,5,flat
10,0,3,4,flat
10,0,3,7,flat
10,0,3,4,flat
10,0,3,10,flat
10,0,3,6,flat
10,0,3,5,flat
10,0,3,4,flat
10,0,3,5,flat
10,0,3,2,flat
10,0,3,1,flat
10,0,3,3,flat
10,0,3,6,flat
10,0,3,8,flat
10,0,3,4,flat
10,0,3,4,flat
10,0,3,4,flat
10,0,3,9,flat
10,0,3,3,flat
10,0,3,7,flat
10,0,3,3,flat
10,0,3,5,flat
10,0,3,7,flat
10,0,3,5,flat
10,0,3,4,flat
10,0,3,5,flat
10,0,3,5,flat
10,0,3,4,flat
10,0,3,6,flat
10,0,3,4,flat
10,0,3,3,flat
10,0,3,2,flat
10,0,3,3,flat
10,0,3,2,flat
10,0,3,4,flat
10,0,3,2,flat
10,0,3,6,flat
10,0,3,1,flat
10,0,3,3,flat
10,0,3,3,flat
10,0,3,7,flat
10,0,3,8,flat
10,0,3,7,flat
10,0,3,2,flat
10,0,3,2,flat
10,0,3,4,flat
10,0,3,1,flat
10,0,3,8,flat
10,0,3,1,flat
10,0,3,4,flat
10,0,3,4,flat
10,0,3,5,flat
10,0,3,5,flat
10,0,3,2,flat
10,0,3,6,flat
10,0,3,3,flat
10,0,3,5,flat
10,0,3,5,flat
10,0,3,4,flat
10,0,3,9,flat
10,0,3,4,flat
10,0,3,5,flat
10,0,3,3,flat
10,0,3,3,flat
10,0,3,6,flat
10,0,3,5,flat
10,0,3,4,flat
10,0,3,6,flat
10,0,3,5,flat
10,0,3,5,flat
10,0,3,4,flat
10,0,3,2,flat
10,0,3,6,flat
10,0,3,5,flat
10,0,3,5,flat
10,0,3,6,flat
10,0,3,5,flat
10,0,3,5,flat
10,0,3,6,flat
10,0,3,6,flat
10,0,3,3,flat
10,0,3,4,flat
10,0,3,4,flat
10,0,3,9,flat
10,0,3,5,flat
10,0,3,5,flat
10,0,3,3,flat
10,0,3,3,flat
10,0,3,6,flat
10,0,3,8,flat
10,0,3,5,flat
10,0,3,5,flat
10,0,3,4,flat
10,0,3,4,flat
10,0,3,7,flat
10,0,3,2,flat
10,0,3,2,flat
10,0,3,5,flat
10,0,3,4,flat
10,0,3,5,flat
10,0,3,6,flat
10,0,3,3,flat
10,0,3,4,flat
10,0,3,3,flat
10,0,3,8,flat
10,0,3,2,flat
10,0,3,4,flat
10,0,3,6,flat
10,0,3,4,flat
10,0,3,7,flat
10,0,3,6,flat
10,0,3,4,flat
10,0,3,3,flat
10,0,3,4,flat
10,0,3,5,flat
10,0,3,3,flat
10,0,3,6,flat
10,0,3,3,flat
10,0,3,4,flat
10,0,3,4,flat
10,0,3,6,flat
10,0,3,4,flat
10,0,3,8,flat
10,0,3,6,flat
10,0,3,3,flat
10,0,3,2,flat
10,0,3,3,flat
10,0,3,1,flat
10,0,3,5,flat
10,0,3,6,flat
10,0,3,4,flat
10,0,3,2,flat
10,0,3,4,flat
10,0,3,5,flat
10,0,3,9,flat
10,0,3,4,flat
10,0,3,5,flat
10,0,3,3,flat
10,0,3,7,flat
10,0,3,4,flat
10,0,3,7,flat
10,0,3,3,flat
10,0,3,5,flat
10,0,3,4,flat
10,0,3,5,flat
10,0,3,5,flat
10,0,3,3,flat
10,0,3,1,flat
10,0,3,4,flat
10,0,3,6,flat
10,0,3,3,flat
10,0,3,6,flat
10,0,3,1,flat
10,0,3,6,flat
10,0,3,6,flat
10,0,3,5,flat
10,0,3,4,flat
10,0,3,7,flat
10,0,3,7,flat
10,0,3,3,flat
10,0,3,4,flat
10,0,3,2,flat
10,0,3,5,flat
10,0,3,4,flat
10,0,3,2,flat
10,0,3,5,flat
10,0,3,5,flat
10,0,3,2,flat
10,0,3,4,flat
10,0,3,6,flat
10,0,3,6,flat
10,0,3,5,flat
10,0,3,4,flat
10,0,3,6,flat
10,0,3,7,flat
10,0,3,2,flat
10,0,3,5,flat
10,0,3,5,flat
10,0,3,5,flat
10,0,3,5,flat
10,0,3,4,flat
10,0,3,5,flat
10,0,3,3,flat
10,0,3,5,flat
10,0,3,5,flat
10,0,3,6,flat
10,0,3,5,flat
10,0,3,6,flat
10,0,3,8,flat
10,0,3,9,flat
10,0,3,4,flat
10,0,3,4,flat
10,0,3,3,flat
10,0,4,1,flat
10,0,4,8,flat
10,0,4,2,flat
10,0,4,2,flat
10,0,4,4,flat
10,0,4,2,flat
10,0,4,6,flat
10,0,4,5,flat
10,0,4,5,flat
10,0,4,4,flat
10,0,4,3,flat
10,0,4,3,flat
10,0,4,1,flat
10,0,4,10,flat
10,0,4,5,flat
10,0,4,8,flat
10,0,4,4,flat
10,0,4,2,flat
10,0,4,3,flat
10,0,4,3,flat
10,0,4,5,flat
10,0,4,6,flat
10,0,4,4,flat
10,0,4,4,flat
10,0,4,4,flat
10,0,4,3,flat
10,0,4,6,flat
10,0,4,3,flat
10,0,4,3,flat
10,0,4,4,flat
10,0,4,4,flat
10,0,4,4,flat
10,0,4,6,flat
10,0,4,1,flat
10,0,4,5,flat
10,0,4,3,flat
10,0,4,5,flat
10,0,4,1,flat
10,0,4,7,flat
10,0,4,5,flat
10,0,4,6,flat
10,0,4,4,flat
10,0,4,1,flat
10,0,4,3,flat
10,0,4,6,flat
10,0,4,7,flat
10,0,4,3,flat
10,0,4,2,flat
10,0,4,4,flat
10,0,4,5,flat
10,0,4,5,flat
10,0,4,6,flat
10,0,4,6,flat
10,0,4,6,flat
10,0,4,6,flat
10,0,4,3,flat
10,0,4,2,flat
10,0,4,8,flat
10,0,4,3,flat
10,0,4,5,flat
10,0,4,5,flat
10,0,4,6,flat
10,0,4,5,flat
10,0,4,3,flat
10,0,4,4,flat
10,0,4,4,flat
10,0,4,4,flat
10,0,4,5,flat
10,0,4,2,flat
10,0,4,8,flat
10,0,4,4,flat
10,0,4,2,flat
10,0,4,5,flat
10,0,4,3,flat
10,0,4,4,flat
10,0,4,4,flat
10,0,4,6,flat
10,0,4,4,flat
10,0,4,1,flat
10,0,4,4,flat
10,0,4,3,flat
10,0,4,4,flat
10,0,4,5,flat
10,0,4,4,flat
10,0,4,10,flat
10,0,4,7,flat
10,0,4,4,flat
10,0,4,4,flat
10,0,4,4,flat
10,0,4,6,flat
10,0,4,6,flat
10,0,4,1,flat
10,0,4,6,flat
10,0,4,7,flat
10,0,4,3,flat
10,0,4,4,flat
10,0,4,5,flat
10,0,4,5,flat
10,0,4,5,flat
10,0,4,2,flat
10,0,4,3,flat
10,0,4,4,flat
10,0,4,3,flat
10,0,4,4,flat
10,0,4,3,flat
10,0,4,4,flat
10,0,4,3,flat
10,0,4,7,flat
10,0,4,4,flat
10,0,4,7,flat
10,0,4,6,flat
10,0,4,3,flat
10,0,4,1,flat
10,0,4,4,flat
10,0,4,5,flat
10,0,4,7,flat
10,0,4,5,flat
10,0,4,4,flat
10,0,4,7,flat
10,0,4,6,flat
10,0,4,2,flat
10,0,4,4,flat
10,0,4,7,flat
10,0,4,6,flat
10,0,4,2,flat
10,0,4,3,flat
10,0,4,2,flat
10,0,4,1,flat
10,0,4,4,flat
10,0,4,4,flat
10,0,4,3,flat
10,0,4,5,flat
10,0,4,6,flat
10,0,4,2,flat
10,0,4,3,flat
10,0,4,2,flat
10,0,4,4,flat
10,0,4,3,flat
10,0,4,3,flat
10,0,4,6,flat
10,0,4,5,flat
10,0,4,6,flat
10,0,4,8,flat
10,0,4,4,flat
10,0,4,5,flat
10,0,4,3,flat
10,0,4,5,flat
10,0,4,5,flat
10,0,4,7,flat
10,0,4,6,flat
10,0,4,3,flat
10,0,4,4,flat
10,0,4,9,flat
10,0,4,6,flat
10,0,4,4,flat
10,0,4,3,flat
10,0,4,5,flat
10,0,4,4,flat
10,0,4,7,flat
10,0,4,3,flat
10,0,4,6,flat
10,0,4,5,flat
10,0,4,5,flat
10,0,4,4,flat
10,0,4,7,flat
10,0,4,4,flat
10,0,4,5,flat
10,0,4,4,flat
10,0,4,1,flat
10,0,4,3,flat
10,0,4,4,flat
10,0,4,6,flat
10,0,4,5,flat
10,0,4,3,flat
10,0,4,5,flat
10,0,4,4,flat
10,0,4,5,flat
10,0,4,4,flat
10,0,4,4,flat
10,0,4,6,flat
10,0,4,7,flat
10,0,4,6,flat
10,0,4,8,flat
10,0,4,5,flat
10,0,4,4,flat
10,0,4,4,flat
10,0,4,8,flat
10,0,4,7,flat
10,0,4,3,flat
10,0,4,5,flat
10,0,4,3,flat
10,0,4,3,flat
10,0,4,5,flat
10,0,4,2,flat
10,0,4,6,flat
10,0,4,2,flat
10,0,4,7,flat
10,0,4,3,flat
10,0,4,6,flat
10,0,4,4,flat
10,1,0,6,flat
10,1,0,6,flat
10,1,0,5,flat
10,1,0,10,flat
10,1,0,5,flat
10,1,0,3,flat
10,1,0,3,flat
10,1,0,5,flat
10,1,0,2,flat
10,1,0,8,flat
10,1,0,3,flat
10,1,0,7,flat
10,1,0,3,flat
10,1,0,3,flat
10,1,0,5,flat
10,1,0,3,flat
10,1,0,2,flat
10,1,0,2,flat
10,1,0,5,flat
10,1,0,10,flat
10,1,0,3,flat
10,1,0,3,flat
10,1,0,3,flat
10,1,0,8,flat
10,1,0,2,flat
10,1,0,6,flat
10,1,0,3,flat
10,1,0,7,flat
10,1,0,1,flat
10,1,0,6,flat
10,1,0,2,flat
10,1,0,5,flat
10,1,0,3,flat
10,1,0,3,flat
10,1,0,8,flat
10,1,0,6,flat
10,1,0,7,flat
10,1,0,4,flat
10,1,0,9,flat
10,1,0,4,flat
10,1,0,4,flat
10,1,0,4,flat
10,1,0,4,flat
10,1,0,2,flat
10,1,0,7,flat
10,1,0,3,flat
10,1,0,8,flat
10,1,0,4,flat
10,1,0,9,flat
10,1,0,7,flat
10,1,0,4,flat
10,1,0,8,flat
10,1,0,4,flat
10,1,0,4,flat
10,1,0,4,flat
10,1,0,8,flat
10,1,0,4,flat
10,1,0,6,flat
10,1,0,5,flat
10,1,0,4,flat
10,1,0,7,flat
10,1,0,8,flat
10,1,0,6,flat
10,1,0,2,flat
10,1,0,5,flat
10,1,0,5,flat
10,1,0,3,flat
10,1,0,2,flat
10,1,0,4,flat
10,1,0,7,flat
10,1,0,6,flat
10,1,0,6,flat
10,1,0,4,flat
10,1,0,4,flat
10,1,0,5,flat
10,1,0,6,flat
10,1,0,6,flat
10,1,0,9,flat
10,1,0,5,flat
10,1,0,5,flat
10,1,0,6,flat
10,1,0,4,flat
10,1,0,5,flat
10,1,0,4,flat
10,1,0,2,flat
10,1,0,10,flat
10,1,0,4,flat
10,1,0,9,flat
10,1,0,3,flat
10,1,0,6,flat
10,1,0,10,flat
10,1,0,4,flat
10,1,0,3,flat
10,1,0,4,flat
10,1,0,4,flat
10,1,0,6,flat
10,1,0,3,flat
10,1,0,7,flat
10,1,0,6,flat
10,1,0,3,flat
10,1,0,3,flat
10,1,0,2,flat
10,1,0,1,flat
10,1,0,3,flat
10,1,0,3,flat
10,1,0,3,flat
10,1,0,2,flat
10,1,0,3,flat
10,1,0,3,flat
10,1,0,3,flat
10,1,0,6,flat
10,1,0,2,flat
10,1,0,8,flat
10,1,0,5,flat
10,1,0,3,flat
10,1,0,5,flat
10,1,0,3,flat
10,1,0,3,flat
10,1,0,3,flat
10,1,0,4,flat
10,1,0,3,flat
10,1,0,5,flat
10,1,0,9,flat
10,1,0,5,flat
10,1,0,4,flat
10,1,0,4,flat
10,1,0,8,flat
10,1,0,4,flat
10,1,0,3,flat
10,1,0,6,flat
10,1,0,7,flat
10,1,0,4,flat
10,1,0,9,flat
10,1,0,6,flat
10,1,0,3,flat
10,1,0,3,flat
10,1,0,5,flat
10,1,0,6,flat
10,1,0,3,flat
10,1,0,7,flat
10,1,0,6,flat
10,1,0,7,flat
10,1,0,6,flat
10,1,0,3,flat
10,1,0,4,flat
10,1,0,5,flat
10,1,0,4,flat
10,1,0,5,flat
10,1,0,5,flat
10,1,0,6,flat
10,1,0,5,flat
10,1,0,5,flat
10,1,0,2,flat
10,1,0,3,flat
10,1,0,4,flat
10,1,0,3,flat
10,1,0,5,flat
10,1,0,8,flat
10,1,0,4,flat
10,1,0,10,flat
10,1,0,6,flat
10,1,0,3,flat
10,1,0,2,flat
10,1,0,2,flat
10,1,0,5,flat
10,1,0,6,flat
10,1,0,5,flat
10,1,0,6,flat
10,1,0,4,flat
10,1,0,3,flat
10,1,0,3,flat
10,1,0,7,flat
10,1,0,2,flat
10,1,0,1,flat
10,1,0,4,flat
10,1,0,2,flat
10,1,0,7,flat
10,1,0,3,flat
10,1,0,2,flat
10,1,0,5,flat
10,1,0,5,flat
10,1,0,5,flat
10,1,0,4,flat
10,1,0,6,flat
10,1,0,4,flat
10,1,0,2,flat
10,1,0,2,flat
10,1,0,4,flat
10,1,0,5,flat
10,1,0,6,flat
10,1,0,4,flat
10,1,0,1,flat
10,1,0,5,flat
10,1,0,5,flat
10,1,0,1,flat
10,1,0,1,flat
10,1,0,7,flat
10,1,0,4,flat
10,1,0,6,flat
10,1,0,6,flat
10,1,1,4,flat
10,1,1,8,flat
10,1,1,9,flat
10,1,1,4,flat
10,1,1,4,flat
10,1,1,7,flat
10,1,1,6,flat
10,1,1,4,flat
10,1,1,7,flat
10,1,1,5,flat
10,1,1,7,flat
10,1,1,2,flat
10,1,1,6,flat
10,1,1,2,flat
10,1,1,4,flat
10,1,1,6,flat
10,1,1,7,flat
10,1,1,7,flat
10,1,1,10,flat
10,1,1,7,flat
10,1,1,6,flat
10,1,1,3,flat
10,1,1,6,flat
10,1,1,2,flat
10,1,1,3,flat
10,1,1,3,flat
10,1,1,8,flat
10,1,1,5,flat
10,1,1,5,flat
10,1,1,1,flat
10,1,1,3,flat
10,1,1,10,flat
10,1,1,7,flat
10,1,1,3,flat
10,1,1,4,flat
10,1,1,4,flat
10,1,1,2,flat
10,1,1,5,flat
10,1,1,7,flat
10,1,1,4,flat
10,1,1,4,flat
10,1,1,5,flat
10,1,1,7,flat
10,1,1,7,flat
10,1,1,5,flat
10,1,1,5,flat
10,1,1,2,flat
10,1,1,4,flat
10,1,1,6,flat
10,1,1,3,flat
10,1,1,5,flat
10,1,1,8,flat
10,1,1,3,flat
10,1,1,4,flat
10,1,1,5,flat
10,1,1,2,flat
10,1,1,3,flat
10,1,1,6,flat
10,1,1,2,flat
10,1,1,5,flat
10,1,1,4,flat
10,1,1,2,flat
10,1,1,6,flat
10,1,1,6,flat
10,1,1,9,flat
10,1,1,6,flat
10,1,1,9,flat
10,1,1,4,flat
10,1,1,5,flat
10,1,1,2,flat
10,1,1,5,flat
