n,r,run,hops,grid_type
10,0,0,5,torus
10,0,0,2,torus
10,0,0,5,torus
10,0,0,4,torus
10,0,0,5,torus
10,0,0,3,torus
10,0,0,4,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,3,torus
10,0,0,5,torus
10,0,0,2,torus
10,0,0,3,torus
10,0,0,2,torus
10,0,0,4,torus
10,0,0,5,torus
10,0,0,6,torus
10,0,0,4,torus
10,0,0,6,torus
10,0,0,7,torus
10,0,0,4,torus
10,0,0,4,torus
10,0,0,5,torus
10,0,0,4,torus
10,0,0,4,torus
10,0,0,4,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,5,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,3,torus
10,0,0,6,torus
10,0,0,4,torus
10,0,0,5,torus
10,0,0,5,torus
10,0,0,5,torus
10,0,0,4,torus
10,0,0,5,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,3,torus
10,0,0,6,torus
10,0,0,1,torus
10,0,0,3,torus
10,0,0,2,torus
10,0,0,4,torus
10,0,0,5,torus
10,0,0,4,torus
10,0,0,5,torus
10,0,0,4,torus
10,0,0,4,torus
10,0,0,7,torus
10,0,0,4,torus
10,0,0,4,torus
10,0,0,6,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,2,torus
10,0,0,5,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,3,torus
10,0,0,3,torus
10,0,0,5,torus
10,0,0,5,torus
10,0,0,3,torus
10,0,0,3,torus
10,0,0,2,torus
10,0,0,3,torus
10,0,0,4,torus
10,0,0,1,torus
10,0,0,8,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,3,torus
10,0,0,4,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,4,torus
10,0,0,5,torus
10,0,0,5,torus
10,0,0,6,torus
10,0,0,4,torus
10,0,0,4,torus
10,0,0,5,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,4,torus
10,0,0,5,torus
10,0,0,2,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,1,torus
10,0,0,2,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,2,torus
10,0,0,4,torus
10,0,0,6,torus
10,0,0,5,torus
10,0,0,4,torus
10,0,0,5,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,4,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,5,torus
10,0,0,5,torus
10,0,0,3,torus
10,0,0,2,torus
10,0,0,4,torus
10,0,0,6,torus
10,0,0,5,torus
10,0,0,5,torus
10,0,0,3,torus
10,0,0,4,torus
10,0,0,6,torus
10,0,0,2,torus
10,0,0,3,torus
10,0,0,1,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,2,torus
10,0,0,4,torus
10,0,0,4,torus
10,0,0,4,torus
10,0,0,7,torus
10,0,0,6,torus
10,0,0,4,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,6,torus
10,0,0,4,torus
10,0,0,6,torus
10,0,0,3,torus
10,0,0,6,torus
10,0,0,3,torus
10,0,0,2,torus
10,0,0,5,torus
10,0,0,3,torus
10,0,0,4,torus
10,0,0,5,torus
10,0,0,6,torus
10,0,0,3,torus
10,0,0,4,torus
10,0,0,5,torus
10,0,0,3,torus
10,0,0,3,torus
10,0,0,2,torus
10,0,0,3,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,6,torus
10,0,0,4,torus
10,0,0,6,torus
10,0,0,4,torus
10,0,0,6,torus
10,0,0,2,torus
10,0,0,5,torus
10,0,0,2,torus
10,0,0,3,torus
10,0,0,5,torus
10,0,0,6,torus
10,0,0,4,torus
10,0,0,5,torus
10,0,0,4,torus
10,0,0,2,torus
10,0,0,1,torus
10,0,0,5,torus
10,0,0,2,torus
10,0,0,4,torus
10,0,0,6,torus
10,0,0,5,torus
10,0,0,3,torus
10,0,0,5,torus
10,0,0,5,torus
10,0,0,3,torus
10,0,0,5,torus
10,0,0,4,torus
10,0,0,2,torus
10,0,0,3,torus
10,0,0,5,torus
10,0,0,1,torus
10,0,0,5,torus
10,0,0,5,torus
10,0,0,3,torus
10,0,0,3,torus
10,0,0,5,torus
10,0,0,4,torus
10,0,0,3,torus
10,0,0,5,torus
10,0,0,4,torus
10,0,0,5,torus
10,0,0,4,torus
10,0,1,6,torus
10,0,1,3,torus
10,0,1,6,torus
10,0,1,6,torus
10,0,1,7,torus
10,0,1,2,torus
10,0,1,3,torus
10,0,1,6,torus
10,0,1,3,torus
10,0,1,2,torus
10,0,1,4,torus
10,0,1,1,torus
10,0,1,1,torus
10,0,1,2,torus
10,0,1,3,torus
10,0,1,2,torus
10,0,1,7,torus
10,0,1,3,torus
10,0,1,2,torus
10,0,1,2,torus
10,0,1,4,torus
10,0,1,3,torus
10,0,1,4,torus
10,0,1,5,torus
10,0,1,6,torus
10,0,1,5,torus
10,0,1,3,torus
10,0,1,4,torus
10,0,1,3,torus
10,0,1,4,torus
10,0,1,2,torus
10,0,1,5,torus
10,0,1,4,torus
10,0,1,6,torus
10,0,1,5,torus
10,0,1,4,torus
10,0,1,3,torus
10,0,1,5,torus
10,0,1,5,torus
10,0,1,5,torus
10,0,1,3,torus
10,0,1,5,torus
10,0,1,6,torus
10,0,1,5,torus
10,0,1,4,torus
10,0,1,2,torus
10,0,1,5,torus
10,0,1,4,torus
10,0,1,7,torus
10,0,1,4,torus
10,0,1,2,torus
10,0,1,4,torus
10,0,1,4,torus
10,0,1,3,torus
10,0,1,4,torus
10,0,1,5,torus
10,0,1,4,torus
10,0,1,4,torus
10,0,1,4,torus
10,0,1,7,torus
10,0,1,6,torus
10,0,1,2,torus
10,0,1,3,torus
10,0,1,3,torus
10,0,1,2,torus
10,0,1,4,torus
10,0,1,4,torus
10,0,1,3,torus
10,0,1,3,torus
10,0,1,5,torus
10,0,1,2,torus
10,0,1,6,torus
10,0,1,7,torus
10,0,1,3,torus
10,0,1,6,torus
10,0,1,4,torus
10,0,1,4,torus
10,0,1,3,torus
10,0,1,2,torus
10,0,1,1,torus
10,0,1,5,torus
10,0,1,5,torus
10,0,1,6,torus
10,0,1,4,torus
10,0,1,4,torus
10,0,1,3,torus
10,0,1,6,torus
10,0,1,2,torus
10,0,1,5,torus
10,0,1,4,torus
10,0,1,2,torus
10,0,1,3,torus
10,0,1,5,torus
10,0,1,3,torus
10,0,1,5,torus
10,0,1,5,torus
10,0,1,5,torus
10,0,1,3,torus
10,0,1,1,torus
10,0,1,3,torus
10,0,1,5,torus
10,0,1,5,torus
10,0,1,4,torus
10,0,1,3,torus
10,0,1,2,torus
10,0,1,3,torus
10,0,1,2,torus
10,0,1,5,torus
10,0,1,7,torus
10,0,1,3,torus
10,0,1,4,torus
10,0,1,3,torus
10,0,1,5,torus
10,0,1,5,torus
10,0,1,6,torus
10,0,1,7,torus
10,0,1,3,torus
10,0,1,5,torus
10,0,1,5,torus
10,0,1,6,torus
10,0,1,4,torus
10,0,1,2,torus
10,0,1,3,torus
10,0,1,6,torus
10,0,1,5,torus
10,0,1,7,torus
10,0,1,5,torus
10,0,1,6,torus
10,0,1,3,torus
10,0,1,3,torus
10,0,1,4,torus
10,0,1,5,torus
10,0,1,5,torus
10,0,1,2,torus
10,0,1,1,torus
10,0,1,4,torus
10,0,1,2,torus
10,0,1,7,torus
10,0,1,1,torus
10,0,1,6,torus
10,0,1,5,torus
10,0,1,6,torus
10,0,1,3,torus
10,0,1,2,torus
10,0,1,1,torus
10,0,1,2,torus
10,0,1,6,torus
10,0,1,3,torus
10,0,1,3,torus
10,0,1,5,torus
10,0,1,3,torus
10,0,1,1,torus
10,0,1,4,torus
10,0,1,5,torus
10,0,1,6,torus
10,0,1,4,torus
10,0,1,6,torus
10,0,1,1,torus
10,0,1,5,torus
10,0,1,3,torus
10,0,1,5,torus
10,0,1,5,torus
10,0,1,3,torus
10,0,1,4,torus
10,0,1,5,torus
10,0,1,3,torus
10,0,1,3,torus
10,0,1,4,torus
10,0,1,4,torus
10,0,1,4,torus
10,0,1,4,torus
10,0,1,3,torus
10,0,1,5,torus
10,0,1,5,torus
10,0,1,4,torus
10,0,1,4,torus
10,0,1,1,torus
10,0,1,4,torus
10,0,1,4,torus
10,0,1,3,torus
10,0,1,5,torus
10,0,1,4,torus
10,0,1,5,torus
10,0,1,5,torus
10,0,1,4,torus
10,0,1,5,torus
10,0,1,4,torus
10,0,1,6,torus
10,0,1,3,torus
10,0,1,4,torus
10,0,1,4,torus
10,0,1,4,torus
10,0,1,4,torus
10,0,1,3,torus
10,0,1,2,torus
10,0,1,4,torus
10,0,1,3,torus
10,0,1,2,torus
10,0,1,4,torus
10,0,1,2,torus
10,0,2,4,torus
10,0,2,3,torus
10,0,2,2,torus
10,0,2,5,torus
10,0,2,5,torus
10,0,2,5,torus
10,0,2,5,torus
10,0,2,3,torus
10,0,2,6,torus
10,0,2,4,torus
10,0,2,3,torus
10,0,2,2,torus
10,0,2,6,torus
10,0,2,3,torus
10,0,2,4,torus
10,0,2,7,torus
10,0,2,3,torus
10,0,2,4,torus
10,0,2,3,torus
10,0,2,1,torus
10,0,2,5,torus
10,0,2,4,torus
10,0,2,3,torus
10,0,2,4,torus
10,0,2,5,torus
10,0,2,4,torus
10,0,2,5,torus
10,0,2,7,torus
10,0,2,3,torus
10,0,2,4,torus
10,0,2,6,torus
10,0,2,2,torus
10,0,2,5,torus
10,0,2,3,torus
10,0,2,3,torus
10,0,2,8,torus
10,0,2,2,torus
10,0,2,5,torus
10,0,2,5,torus
10,0,2,5,torus
10,0,2,5,torus
10,0,2,5,torus
10,0,2,5,torus
10,0,2,5,torus
10,0,2,4,torus
10,0,2,6,torus
10,0,2,6,torus
10,0,2,5,torus
10,0,2,6,torus
10,0,2,4,torus
10,0,2,7,torus
10,0,2,2,torus
10,0,2,4,torus
10,0,2,4,torus
10,0,2,5,torus
10,0,2,1,torus
10,0,2,7,torus
10,0,2,5,torus
10,0,2,5,torus
10,0,2,6,torus
10,0,2,4,torus
10,0,2,5,torus
10,0,2,5,torus
10,0,2,6,torus
10,0,2,3,torus
10,0,2,5,torus
10,0,2,6,torus
10,0,2,3,torus
10,0,2,2,torus
10,0,2,3,torus
10,0,2,1,torus
10,0,2,3,torus
10,0,2,5,torus
10,0,2,5,torus
10,0,2,3,torus
10,0,2,5,torus
10,0,2,5,torus
10,0,2,6,torus
10,0,2,4,torus
10,0,2,3,torus
10,0,2,3,torus
10,0,2,3,torus
10,0,2,3,torus
10,0,2,4,torus
10,0,2,6,torus
10,0,2,4,torus
10,0,2,4,torus
10,0,2,2,torus
10,0,2,6,torus
10,0,2,1,torus
10,0,2,7,torus
10,0,2,3,torus
10,0,2,4,torus
10,0,2,4,torus
10,0,2,5,torus
10,0,2,6,torus
10,0,2,1,torus
10,0,2,4,torus
10,0,2,4,torus
10,0,2,4,torus
10,0,2,5,torus
10,0,2,1,torus
10,0,2,5,torus
10,0,2,6,torus
10,0,2,5,torus
10,0,2,4,torus
10,0,2,1,torus
10,0,2,4,torus
10,0,2,6,torus
10,0,2,5,torus
10,0,2,2,torus
10,0,2,2,torus
10,0,2,4,torus
10,0,2,4,torus
10,0,2,3,torus
10,0,2,5,torus
10,0,2,2,torus
10,0,2,4,torus
10,0,2,5,torus
10,0,2,2,torus
10,0,2,5,torus
10,0,2,3,torus
10,0,2,1,torus
10,0,2,5,torus
10,0,2,3,torus
10,0,2,4,torus
10,0,2,2,torus
10,0,2,5,torus
10,0,2,5,torus
10,0,2,4,torus
10,0,2,2,torus
10,0,2,4,torus
10,0,2,2,torus
10,0,2,2,torus
10,0,2,4,torus
10,0,2,2,torus
10,0,2,4,torus
10,0,2,6,torus
10,0,2,5,torus
10,0,2,3,torus
10,0,2,7,torus
10,0,2,5,torus
10,0,2,4,torus
10,0,2,6,torus
10,0,2,4,torus
10,0,2,4,torus
10,0,2,2,torus
10,0,2,5,torus
10,0,2,4,torus
10,0,2,5,torus
10,0,2,4,torus
10,0,2,5,torus
10,0,2,4,torus
10,0,2,4,torus
10,0,2,3,torus
10,0,2,6,torus
10,0,2,3,torus
10,0,2,5,torus
10,0,2,4,torus
10,0,2,4,torus
10,0,2,7,torus
10,0,2,6,torus
10,0,2,3,torus
10,0,2,8,torus
10,0,2,6,torus
10,0,2,4,torus
10,0,2,4,torus
10,0,2,3,torus
10,0,2,4,torus
10,0,2,5,torus
10,0,2,5,torus
10,0,2,3,torus
10,0,2,4,torus
10,0,2,3,torus
10,0,2,3,torus
10,0,2,3,torus
10,0,2,4,torus
10,0,2,5,torus
10,0,2,2,torus
10,0,2,5,torus
10,0,2,4,torus
10,0,2,1,torus
10,0,2,5,torus
10,0,2,3,torus
10,0,2,5,torus
10,0,2,2,torus
10,0,2,4,torus
10,0,2,4,torus
10,0,2,5,torus
10,0,2,4,torus
10,0,2,3,torus
10,0,2,5,torus
10,0,2,2,torus
10,0,2,1,torus
10,0,2,6,torus
10,0,2,3,torus
10,0,2,3,torus
10,0,2,3,torus
10,0,2,4,torus
10,0,2,3,torus
10,0,3,4,torus
10,0,3,4,torus
10,0,3,5,torus
10,0,3,3,torus
10,0,3,4,torus
10,0,3,5,torus
10,0,3,5,torus
10,0,3,1,torus
10,0,3,1,torus
10,0,3,4,torus
10,0,3,5,torus
10,0,3,6,torus
10,0,3,3,torus
10,0,3,5,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,7,torus
10,0,3,2,torus
10,0,3,1,torus
10,0,3,4,torus
10,0,3,2,torus
10,0,3,5,torus
10,0,3,4,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,4,torus
10,0,3,5,torus
10,0,3,4,torus
10,0,3,5,torus
10,0,3,3,torus
10,0,3,7,torus
10,0,3,4,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,4,torus
10,0,3,2,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,5,torus
10,0,3,4,torus
10,0,3,6,torus
10,0,3,4,torus
10,0,3,5,torus
10,0,3,4,torus
10,0,3,2,torus
10,0,3,5,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,4,torus
10,0,3,5,torus
10,0,3,4,torus
10,0,3,3,torus
10,0,3,5,torus
10,0,3,5,torus
10,0,3,3,torus
10,0,3,4,torus
10,0,3,6,torus
10,0,3,4,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,4,torus
10,0,3,4,torus
10,0,3,6,torus
10,0,3,4,torus
10,0,3,6,torus
10,0,3,6,torus
10,0,3,1,torus
10,0,3,4,torus
10,0,3,4,torus
10,0,3,1,torus
10,0,3,2,torus
10,0,3,7,torus
10,0,3,2,torus
10,0,3,4,torus
10,0,3,4,torus
10,0,3,4,torus
10,0,3,5,torus
10,0,3,5,torus
10,0,3,3,torus
10,0,3,6,torus
10,0,3,3,torus
10,0,3,5,torus
10,0,3,3,torus
10,0,3,4,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,5,torus
10,0,3,4,torus
10,0,3,5,torus
10,0,3,1,torus
10,0,3,4,torus
10,0,3,5,torus
10,0,3,4,torus
10,0,3,5,torus
10,0,3,3,torus
10,0,3,5,torus
10,0,3,2,torus
10,0,3,4,torus
10,0,3,2,torus
10,0,3,1,torus
10,0,3,4,torus
10,0,3,6,torus
10,0,3,5,torus
10,0,3,2,torus
10,0,3,6,torus
10,0,3,3,torus
10,0,3,2,torus
10,0,3,3,torus
10,0,3,6,torus
10,0,3,4,torus
10,0,3,6,torus
10,0,3,5,torus
10,0,3,1,torus
10,0,3,4,torus
10,0,3,4,torus
10,0,3,4,torus
10,0,3,2,torus
10,0,3,3,torus
10,0,3,7,torus
10,0,3,4,torus
10,0,3,5,torus
10,0,3,4,torus
10,0,3,4,torus
10,0,3,3,torus
10,0,3,2,torus
10,0,3,1,torus
10,0,3,5,torus
10,0,3,3,torus
10,0,3,4,torus
10,0,3,4,torus
10,0,3,4,torus
10,0,3,2,torus
10,0,3,6,torus
10,0,3,2,torus
10,0,3,6,torus
10,0,3,2,torus
10,0,3,1,torus
10,0,3,3,torus
10,0,3,6,torus
10,0,3,2,torus
10,0,3,6,torus
10,0,3,4,torus
10,0,3,3,torus
10,0,3,4,torus
10,0,3,5,torus
10,0,3,3,torus
10,0,3,6,torus
10,0,3,5,torus
10,0,3,1,torus
10,0,3,5,torus
10,0,3,5,torus
10,0,3,3,torus
10,0,3,4,torus
10,0,3,1,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,4,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,8,torus
10,0,3,5,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,3,torus
10,0,3,2,torus
10,0,3,6,torus
10,0,3,3,torus
10,0,3,1,torus
10,0,3,4,torus
10,0,3,2,torus
10,0,3,7,torus
10,0,3,2,torus
10,0,3,3,torus
10,0,3,2,torus
10,0,3,3,torus
10,0,3,2,torus
10,0,3,2,torus
10,0,3,2,torus
10,0,3,2,torus
10,0,3,6,torus
10,0,3,3,torus
10,0,3,6,torus
10,0,3,1,torus
10,0,3,1,torus
10,0,3,4,torus
10,0,3,2,torus
10,0,3,3,torus
10,0,3,5,torus
10,0,3,4,torus
10,0,3,3,torus
10,0,3,5,torus
10,0,3,4,torus
10,0,3,6,torus
10,0,4,4,torus
10,0,4,2,torus
10,0,4,2,torus
10,0,4,5,torus
10,0,4,4,torus
10,0,4,3,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,3,torus
10,0,4,3,torus
10,0,4,2,torus
10,0,4,3,torus
10,0,4,2,torus
10,0,4,5,torus
10,0,4,4,torus
10,0,4,2,torus
10,0,4,3,torus
10,0,4,5,torus
10,0,4,5,torus
10,0,4,6,torus
10,0,4,5,torus
10,0,4,5,torus
10,0,4,4,torus
10,0,4,6,torus
10,0,4,4,torus
10,0,4,5,torus
10,0,4,6,torus
10,0,4,4,torus
10,0,4,7,torus
10,0,4,5,torus
10,0,4,5,torus
10,0,4,2,torus
10,0,4,3,torus
10,0,4,5,torus
10,0,4,5,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,6,torus
10,0,4,8,torus
10,0,4,2,torus
10,0,4,1,torus
10,0,4,5,torus
10,0,4,3,torus
10,0,4,5,torus
10,0,4,5,torus
10,0,4,2,torus
10,0,4,5,torus
10,0,4,5,torus
10,0,4,4,torus
10,0,4,3,torus
10,0,4,5,torus
10,0,4,4,torus
10,0,4,1,torus
10,0,4,5,torus
10,0,4,5,torus
10,0,4,7,torus
10,0,4,1,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,1,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,5,torus
10,0,4,3,torus
10,0,4,6,torus
10,0,4,5,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,2,torus
10,0,4,6,torus
10,0,4,4,torus
10,0,4,2,torus
10,0,4,6,torus
10,0,4,3,torus
10,0,4,4,torus
10,0,4,6,torus
10,0,4,2,torus
10,0,4,7,torus
10,0,4,2,torus
10,0,4,3,torus
10,0,4,4,torus
10,0,4,2,torus
10,0,4,5,torus
10,0,4,2,torus
10,0,4,4,torus
10,0,4,5,torus
10,0,4,3,torus
10,0,4,3,torus
10,0,4,2,torus
10,0,4,3,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,8,torus
10,0,4,2,torus
10,0,4,5,torus
10,0,4,4,torus
10,0,4,6,torus
10,0,4,3,torus
10,0,4,6,torus
10,0,4,2,torus
10,0,4,4,torus
10,0,4,7,torus
10,0,4,1,torus
10,0,4,3,torus
10,0,4,4,torus
10,0,4,5,torus
10,0,4,6,torus
10,0,4,3,torus
10,0,4,3,torus
10,0,4,2,torus
10,0,4,2,torus
10,0,4,3,torus
10,0,4,5,torus
10,0,4,4,torus
10,0,4,3,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,2,torus
10,0,4,2,torus
10,0,4,1,torus
10,0,4,3,torus
10,0,4,3,torus
10,0,4,5,torus
10,0,4,4,torus
10,0,4,3,torus
10,0,4,2,torus
10,0,4,6,torus
10,0,4,2,torus
10,0,4,4,torus
10,0,4,5,torus
10,0,4,3,torus
10,0,4,2,torus
10,0,4,2,torus
10,0,4,3,torus
10,0,4,5,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,5,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,2,torus
10,0,4,4,torus
10,0,4,6,torus
10,0,4,4,torus
10,0,4,7,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,2,torus
10,0,4,6,torus
10,0,4,7,torus
10,0,4,1,torus
10,0,4,2,torus
10,0,4,3,torus
10,0,4,4,torus
10,0,4,3,torus
10,0,4,5,torus
10,0,4,5,torus
10,0,4,6,torus
10,0,4,4,torus
10,0,4,1,torus
10,0,4,4,torus
10,0,4,6,torus
10,0,4,1,torus
10,0,4,5,torus
10,0,4,5,torus
10,0,4,1,torus
10,0,4,2,torus
10,0,4,5,torus
10,0,4,2,torus
10,0,4,2,torus
10,0,4,4,torus
10,0,4,5,torus
10,0,4,4,torus
10,0,4,4,torus
10,0,4,3,torus
10,0,4,4,torus
10,0,4,5,torus
10,0,4,4,torus
10,0,4,3,torus
10,0,4,4,torus
10,0,4,5,torus
10,0,4,4,torus
10,0,4,2,torus
10,0,4,6,torus
10,0,4,3,torus
10,0,4,4,torus
10,0,4,3,torus
10,0,4,4,torus
10,0,4,6,torus
10,0,4,2,torus
10,0,4,4,torus
10,1,0,6,torus
10,1,0,4,torus
10,1,0,5,torus
10,1,0,3,torus
10,1,0,4,torus
10,1,0,6,torus
10,1,0,5,torus
10,1,0,2,torus
10,1,0,5,torus
10,1,0,3,torus
10,1,0,2,torus
10,1,0,1,torus
10,1,0,5,torus
10,1,0,5,torus
10,1,0,3,torus
10,1,0,6,torus
10,1,0,4,torus
10,1,0,5,torus
10,1,0,3,torus
10,1,0,3,torus
10,1,0,1,torus
10,1,0,3,torus
10,1,0,5,torus
10,1,0,3,torus
10,1,0,5,torus
10,1,0,5,torus
10,1,0,3,torus
10,1,0,1,torus
10,1,0,5,torus
10,1,0,7,torus
10,1,0,3,torus
10,1,0,5,torus
10,1,0,6,torus
10,1,0,3,torus
10,1,0,5,torus
10,1,0,2,torus
10,1,0,2,torus
10,1,0,4,torus
10,1,0,5,torus
10,1,0,7,torus
10,1,0,3,torus
10,1,0,4,torus
10,1,0,2,torus
10,1,0,4,torus
10,1,0,2,torus
10,1,0,4,torus
10,1,0,3,torus
10,1,0,5,torus
10,1,0,6,torus
10,1,0,4,torus
10,1,0,5,torus
10,1,0,4,torus
10,1,0,7,torus
10,1,0,3,torus
10,1,0,4,torus
10,1,0,4,torus
10,1,0,5,torus
10,1,0,4,torus
10,1,0,3,torus
10,1,0,2,torus
10,1,0,6,torus
10,1,0,2,torus
10,1,0,5,torus
10,1,0,3,torus
10,1,0,4,torus
10,1,0,5,torus
10,1,0,3,torus
10,1,0,4,torus
10,1,0,4,torus
10,1,0,2,torus
10,1,0,3,torus
10,1,0,5,torus
10,1,0,4,torus
10,1,0,2,torus
10,1,0,4,torus
10,1,0,4,torus
10,1,0,4,torus
10,1,0,2,torus
10,1,0,6,torus
10,1,0,3,torus
10,1,0,5,torus
10,1,0,4,torus
10,1,0,3,torus
10,1,0,2,torus
10,1,0,3,torus
10,1,0,5,torus
10,1,0,2,torus
10,1,0,5,torus
10,1,0,1,torus
10,1,0,5,torus
10,1,0,1,torus
10,1,0,5,torus
10,1,0,6,torus
10,1,0,3,torus
10,1,0,3,torus
10,1,0,1,torus
10,1,0,2,torus
10,1,0,2,torus
10,1,0,3,torus
10,1,0,3,torus
10,1,0,3,torus
10,1,0,5,torus
10,1,0,6,torus
10,1,0,3,torus
10,1,0,5,torus
10,1,0,5,torus
10,1,0,5,torus
10,1,0,5,torus
10,1,0,5,torus
10,1,0,2,torus
10,1,0,3,torus
10,1,0,2,torus
10,1,0,7,torus
10,1,0,4,torus
10,1,0,4,torus
10,1,0,3,torus
10,1,0,3,torus
10,1,0,6,torus
10,1,0,3,torus
10,1,0,5,torus
10,1,0,4,torus
10,1,0,3,torus
10,1,0,3,torus
10,1,0,6,torus
10,1,0,3,torus
10,1,0,5,torus
10,1,0,4,torus
10,1,0,3,torus
10,1,0,4,torus
10,1,0,5,torus
10,1,0,6,torus
10,1,0,4,torus
10,1,0,3,torus
10,1,0,5,torus
10,1,0,5,torus
10,1,0,5,torus
10,1,0,5,torus
10,1,0,4,torus
10,1,0,4,torus
10,1,0,5,torus
10,1,0,5,torus
10,1,0,5,torus
10,1,0,1,torus
10,1,0,3,torus
10,1,0,5,torus
10,1,0,6,torus
10,1,0,7,torus
10,1,0,2,torus
10,1,0,5,torus
10,1,0,4,torus
10,1,0,3,torus
10,1,0,3,torus
10,1,0,6,torus
10,1,0,5,torus
10,1,0,3,torus
10,1,0,4,torus
10,1,0,3,torus
10,1,0,3,torus
10,1,0,4,torus
10,1,0,4,torus
10,1,0,5,torus
10,1,0,3,torus
10,1,0,6,torus
10,1,0,3,torus
10,1,0,4,torus
10,1,0,5,torus
10,1,0,3,torus
10,1,0,4,torus
10,1,0,3,torus
10,1,0,4,torus
10,1,0,2,torus
10,1,0,4,torus
10,1,0,5,torus
10,1,0,4,torus
10,1,0,4,torus
10,1,0,3,torus
10,1,0,5,torus
10,1,0,7,torus
10,1,0,6,torus
10,1,0,6,torus
10,1,0,2,torus
10,1,0,2,torus
10,1,0,4,torus
10,1,0,3,torus
10,1,0,5,torus
10,1,0,3,torus
10,1,0,6,torus
10,1,0,6,torus
10,1,0,4,torus
10,1,0,3,torus
10,1,0,3,torus
10,1,0,4,torus
10,1,0,2,torus
10,1,0,5,torus
10,1,0,2,torus
10,1,0,2,torus
10,1,0,2,torus
10,1,0,5,torus
10,1,0,4,torus
10,1,0,4,torus
10,1,1,5,torus
10,1,1,3,torus
10,1,1,5,torus
10,1,1,4,torus
10,1,1,4,torus
10,1,1,5,torus
10,1,1,2,torus
10,1,1,4,torus
10,1,1,3,torus
10,1,1,2,torus
10,1,1,1,torus
10,1,1,4,torus
10,1,1,5,torus
10,1,1,3,torus
10,1,1,5,torus
10,1,1,3,torus
10,1,1,3,torus
10,1,1,1,torus
10,1,1,3,torus
10,1,1,7,torus
10,1,1,2,torus
10,1,1,3,torus
10,1,1,5,torus
10,1,1,5,torus
10,1,1,6,torus
10,1,1,2,torus
10,1,1,3,torus
10,1,1,2,torus
10,1,1,5,torus
10,1,1,6,torus
10,1,1,2,torus
10,1,1,2,torus
10,1,1,4,torus
10,1,1,6,torus
10,1,1,3,torus
10,1,1,7,torus
10,1,1,3,torus
10,1,1,2,torus
10,1,1,3,torus
10,1,1,3,torus
10,1,1,5,torus
10,1,1,2,torus
10,1,1,4,torus
10,1,1,3,torus
10,1,1,5,torus
10,1,1,1,torus
10,1,1,2,torus
10,1,1,5,torus
10,1,1,7,torus
10,1,1,5,torus
10,1,1,3,torus
10,1,1,5,torus
10,1,1,4,torus
10,1,1,4,torus
10,1,1,6,torus
10,1,1,4,torus
10,1,1,2,torus
10,1,1,4,torus
10,1,1,7,torus
10,1,1,2,torus
10,1,1,5,torus
10,1,1,6,torus
10,1,1,4,torus
10,1,1,7,torus
10,1,1,6,torus
10,1,1,6,torus
10,1,1,3,torus
10,1,1,5,torus
10,1,1,6,torus
10,1,1,5,torus
10,1,1,2,torus
