r,run,hops,n,p,q,grid_type
1,5002,14,100,1,1,torus
1,5003,16,100,1,1,torus
1,5004,37,100,1,1,torus
1,5005,28,100,1,1,torus
1,5006,9,100,1,1,torus
1,5007,14,100,1,1,torus
1,5008,17,100,1,1,torus
1,5009,17,100,1,1,torus
1,5010,33,100,1,1,torus
1,5011,18,100,1,1,torus
1,5012,21,100,1,1,torus
1,5013,20,100,1,1,torus
1,5014,28,100,1,1,torus
1,5015,12,100,1,1,torus
1,5016,18,100,1,1,torus
1,5017,21,100,1,1,torus
1,5018,15,100,1,1,torus
1,5019,17,100,1,1,torus
1,5020,24,100,1,1,torus
1,5021,17,100,1,1,torus
1,5022,28,100,1,1,torus
1,5023,27,100,1,1,torus
1,5024,19,100,1,1,torus
1,5025,1,100,1,1,torus
1,5026,18,100,1,1,torus
1,5027,20,100,1,1,torus
1,5028,20,100,1,1,torus
1,5029,20,100,1,1,torus
1,5030,21,100,1,1,torus
1,5031,20,100,1,1,torus
1,5032,26,100,1,1,torus
1,5033,14,100,1,1,torus
1,5034,12,100,1,1,torus
1,5035,25,100,1,1,torus
1,5036,9,100,1,1,torus
1,5037,8,100,1,1,torus
1,5038,20,100,1,1,torus
1,5039,2,100,1,1,torus
1,5040,22,100,1,1,torus
1,5041,26,100,1,1,torus
1,5042,16,100,1,1,torus
1,5043,10,100,1,1,torus
1,5044,30,100,1,1,torus
1,5045,12,100,1,1,torus
1,5046,28,100,1,1,torus
1,5047,24,100,1,1,torus
1,5048,24,100,1,1,torus
1,5049,10,100,1,1,torus
1,5050,14,100,1,1,torus
1,5051,23,100,1,1,torus
1,5052,11,100,1,1,torus
1,5053,4,100,1,1,torus
1,5054,18,100,1,1,torus
1,5055,1,100,1,1,torus
1,5056,25,100,1,1,torus
1,5057,6,100,1,1,torus
1,5058,15,100,1,1,torus
1,5059,11,100,1,1,torus
1,5060,16,100,1,1,torus
1,5061,20,100,1,1,torus
1,5062,17,100,1,1,torus
1,5063,22,100,1,1,torus
1,5064,31,100,1,1,torus
1,5065,26,100,1,1,torus
1,5066,22,100,1,1,torus
1,5067,22,100,1,1,torus
1,5068,13,100,1,1,torus
1,5069,10,100,1,1,torus
1,5070,14,100,1,1,torus
1,5071,11,100,1,1,torus
1,5072,23,100,1,1,torus
1,5073,29,100,1,1,torus
1,5074,22,100,1,1,torus
1,5075,12,100,1,1,torus
1,5076,21,100,1,1,torus
1,5077,14,100,1,1,torus
1,5078,37,100,1,1,torus
1,5079,14,100,1,1,torus
1,5080,30,100,1,1,torus
1,5081,16,100,1,1,torus
1,5082,27,100,1,1,torus
1,5083,16,100,1,1,torus
1,5084,28,100,1,1,torus
1,5085,22,100,1,1,torus
1,5086,14,100,1,1,torus
1,5087,16,100,1,1,torus
1,5088,26,100,1,1,torus
1,5089,23,100,1,1,torus
1,5090,14,100,1,1,torus
1,5091,8,100,1,1,torus
1,5092,13,100,1,1,torus
1,5093,38,100,1,1,torus
1,5094,12,100,1,1,torus
1,5095,17,100,1,1,torus
1,5096,26,100,1,1,torus
1,5097,17,100,1,1,torus
1,5098,32,100,1,1,torus
1,5099,20,100,1,1,torus
1,5100,21,100,1,1,torus
1,5101,25,100,1,1,torus
1,5102,17,100,1,1,torus
1,5103,14,100,1,1,torus
1,5104,18,100,1,1,torus
1,5105,31,100,1,1,torus
1,5106,13,100,1,1,torus
1,5107,31,100,1,1,torus
1,5108,24,100,1,1,torus
1,5109,23,100,1,1,torus
1,5110,19,100,1,1,torus
1,5111,23,100,1,1,torus
1,5112,9,100,1,1,torus
1,5113,12,100,1,1,torus
1,5114,20,100,1,1,torus
1,5115,27,100,1,1,torus
1,5116,16,100,1,1,torus
1,5117,22,100,1,1,torus
1,5118,16,100,1,1,torus
1,5119,8,100,1,1,torus
1,5120,27,100,1,1,torus
1,5121,15,100,1,1,torus
1,5122,8,100,1,1,torus
1,5123,32,100,1,1,torus
1,5124,29,100,1,1,torus
1,5125,22,100,1,1,torus
1,5126,17,100,1,1,torus
1,5127,19,100,1,1,torus
1,5128,22,100,1,1,torus
1,5129,18,100,1,1,torus
1,5130,29,100,1,1,torus
1,5131,22,100,1,1,torus
1,5132,22,100,1,1,torus
1,5133,16,100,1,1,torus
1,5134,22,100,1,1,torus
1,5135,10,100,1,1,torus
1,5136,13,100,1,1,torus
1,5137,17,100,1,1,torus
1,5138,26,100,1,1,torus
1,5139,25,100,1,1,torus
1,5140,18,100,1,1,torus
1,5141,16,100,1,1,torus
1,5142,15,100,1,1,torus
1,5143,16,100,1,1,torus
1,5144,10,100,1,1,torus
1,5145,13,100,1,1,torus
1,5146,22,100,1,1,torus
1,5147,32,100,1,1,torus
1,5148,12,100,1,1,torus
1,5149,21,100,1,1,torus
1,5150,23,100,1,1,torus
1,5151,23,100,1,1,torus
1,5152,40,100,1,1,torus
1,5153,25,100,1,1,torus
1,5154,25,100,1,1,torus
1,5155,9,100,1,1,torus
1,5156,11,100,1,1,torus
1,5157,9,100,1,1,torus
1,5158,24,100,1,1,torus
1,5159,20,100,1,1,torus
1,5160,6,100,1,1,torus
1,5161,28,100,1,1,torus
1,5162,26,100,1,1,torus
1,5163,16,100,1,1,torus
1,5164,22,100,1,1,torus
1,5165,25,100,1,1,torus
1,5166,10,100,1,1,torus
1,5167,19,100,1,1,torus
1,5168,13,100,1,1,torus
1,5169,29,100,1,1,torus
1,5170,15,100,1,1,torus
1,5171,31,100,1,1,torus
1,5172,20,100,1,1,torus
1,5173,13,100,1,1,torus
1,5174,18,100,1,1,torus
1,5175,23,100,1,1,torus
1,5176,17,100,1,1,torus
1,5177,23,100,1,1,torus
1,5178,14,100,1,1,torus
1,5179,24,100,1,1,torus
1,5180,30,100,1,1,torus
1,5181,14,100,1,1,torus
1,5182,14,100,1,1,torus
1,5183,20,100,1,1,torus
1,5184,12,100,1,1,torus
1,5185,22,100,1,1,torus
1,5186,35,100,1,1,torus
1,5187,26,100,1,1,torus
1,5188,15,100,1,1,torus
1,5189,15,100,1,1,torus
1,5190,30,100,1,1,torus
1,5191,22,100,1,1,torus
1,5192,10,100,1,1,torus
1,5193,11,100,1,1,torus
1,5194,23,100,1,1,torus
1,5195,23,100,1,1,torus
1,5196,24,100,1,1,torus
1,5197,25,100,1,1,torus
1,5198,19,100,1,1,torus
1,5199,17,100,1,1,torus
1,5200,31,100,1,1,torus
1,5201,13,100,1,1,torus
1,5202,16,100,1,1,torus
1,5203,14,100,1,1,torus
1,5204,9,100,1,1,torus
1,5205,13,100,1,1,torus
1,5206,15,100,1,1,torus
1,5207,24,100,1,1,torus
1,5208,15,100,1,1,torus
1,5209,26,100,1,1,torus
1,5210,30,100,1,1,torus
1,5211,15,100,1,1,torus
1,5212,12,100,1,1,torus
1,5213,12,100,1,1,torus
1,5214,21,100,1,1,torus
1,5215,14,100,1,1,torus
1,5216,44,100,1,1,torus
1,5217,27,100,1,1,torus
1,5218,20,100,1,1,torus
1,5219,19,100,1,1,torus
1,5220,14,100,1,1,torus
1,5221,34,100,1,1,torus
1,5222,25,100,1,1,torus
1,5223,11,100,1,1,torus
1,5224,12,100,1,1,torus
1,5225,12,100,1,1,torus
1,5226,26,100,1,1,torus
1,5227,10,100,1,1,torus
1,5228,23,100,1,1,torus
1,5229,27,100,1,1,torus
1,5230,16,100,1,1,torus
1,5231,12,100,1,1,torus
1,5232,8,100,1,1,torus
1,5233,33,100,1,1,torus
1,5234,22,100,1,1,torus
1,5235,26,100,1,1,torus
1,5236,9,100,1,1,torus
1,5237,23,100,1,1,torus
1,5238,8,100,1,1,torus
1,5239,7,100,1,1,torus
1,5240,21,100,1,1,torus
1,5241,5,100,1,1,torus
1,5242,12,100,1,1,torus
1,5243,27,100,1,1,torus
1,5244,25,100,1,1,torus
1,5245,26,100,1,1,torus
1,5246,22,100,1,1,torus
1,5247,8,100,1,1,torus
1,5248,4,100,1,1,torus
1,5249,9,100,1,1,torus
1,5250,24,100,1,1,torus
1,5251,21,100,1,1,torus
1,5252,12,100,1,1,torus
1,5253,23,100,1,1,torus
1,5254,28,100,1,1,torus
1,5255,19,100,1,1,torus
1,5256,20,100,1,1,torus
1,5257,27,100,1,1,torus
1,5258,16,100,1,1,torus
1,5259,16,100,1,1,torus
1,5260,28,100,1,1,torus
1,5261,8,100,1,1,torus
1,5262,30,100,1,1,torus
1,5263,20,100,1,1,torus
1,5264,16,100,1,1,torus
1,5265,19,100,1,1,torus
1,5266,9,100,1,1,torus
1,5267,22,100,1,1,torus
1,5268,5,100,1,1,torus
1,5269,18,100,1,1,torus
1,5270,33,100,1,1,torus
1,5271,23,100,1,1,torus
1,5272,26,100,1,1,torus
1,5273,23,100,1,1,torus
1,5274,27,100,1,1,torus
1,5275,14,100,1,1,torus
1,5276,38,100,1,1,torus
1,5277,11,100,1,1,torus
1,5278,38,100,1,1,torus
1,5279,13,100,1,1,torus
1,5280,23,100,1,1,torus
1,5281,17,100,1,1,torus
1,5282,9,100,1,1,torus
1,5283,19,100,1,1,torus
1,5284,21,100,1,1,torus
1,5285,20,100,1,1,torus
1,5286,24,100,1,1,torus
1,5287,14,100,1,1,torus
1,5288,19,100,1,1,torus
1,5289,8,100,1,1,torus
1,5290,19,100,1,1,torus
1,5291,18,100,1,1,torus
1,5292,12,100,1,1,torus
1,5293,16,100,1,1,torus
1,5294,18,100,1,1,torus
1,5295,14,100,1,1,torus
1,5296,11,100,1,1,torus
1,5297,9,100,1,1,torus
1,5298,15,100,1,1,torus
1,5299,19,100,1,1,torus
1,5300,27,100,1,1,torus
1,5301,24,100,1,1,torus
1,5302,12,100,1,1,torus
1,5303,8,100,1,1,torus
1,5304,25,100,1,1,torus
1,5305,19,100,1,1,torus
1,5306,24,100,1,1,torus
1,5307,22,100,1,1,torus
1,5308,13,100,1,1,torus
1,5309,15,100,1,1,torus
1,5310,9,100,1,1,torus
1,5311,26,100,1,1,torus
1,5312,24,100,1,1,torus
1,5313,17,100,1,1,torus
1,5314,20,100,1,1,torus
1,5315,25,100,1,1,torus
1,5316,10,100,1,1,torus
1,5317,19,100,1,1,torus
1,5318,25,100,1,1,torus
1,5319,14,100,1,1,torus
1,5320,25,100,1,1,torus
1,5321,20,100,1,1,torus
1,5322,16,100,1,1,torus
1,5323,23,100,1,1,torus
1,5324,8,100,1,1,torus
1,5325,18,100,1,1,torus
1,5326,9,100,1,1,torus
1,5327,18,100,1,1,torus
1,5328,15,100,1,1,torus
1,5329,16,100,1,1,torus
1,5330,21,100,1,1,torus
1,5331,24,100,1,1,torus
1,5332,18,100,1,1,torus
1,5333,17,100,1,1,torus
1,5334,10,100,1,1,torus
1,5335,16,100,1,1,torus
1,5336,27,100,1,1,torus
1,5337,13,100,1,1,torus
1,5338,16,100,1,1,torus
1,5339,22,100,1,1,torus
1,5340,9,100,1,1,torus
1,5341,23,100,1,1,torus
1,5342,18,100,1,1,torus
1,5343,23,100,1,1,torus
1,5344,16,100,1,1,torus
1,5345,20,100,1,1,torus
1,5346,25,100,1,1,torus
1,5347,26,100,1,1,torus
1,5348,17,100,1,1,torus
1,5349,30,100,1,1,torus
1,5350,13,100,1,1,torus
1,5351,26,100,1,1,torus
1,5352,15,100,1,1,torus
1,5353,17,100,1,1,torus
1,5354,20,100,1,1,torus
1,5355,13,100,1,1,torus
1,5356,13,100,1,1,torus
1,5357,22,100,1,1,torus
1,5358,21,100,1,1,torus
1,5359,17,100,1,1,torus
1,5360,22,100,1,1,torus
1,5361,16,100,1,1,torus
1,5362,17,100,1,1,torus
1,5363,19,100,1,1,torus
1,5364,25,100,1,1,torus
1,5365,10,100,1,1,torus
1,5366,11,100,1,1,torus
1,5367,15,100,1,1,torus
1,5368,22,100,1,1,torus
1,5369,14,100,1,1,torus
1,5370,14,100,1,1,torus
1,5371,23,100,1,1,torus
1,5372,12,100,1,1,torus
1,5373,18,100,1,1,torus
1,5374,18,100,1,1,torus
1,5375,16,100,1,1,torus
1,5376,12,100,1,1,torus
1,5377,8,100,1,1,torus
1,5378,13,100,1,1,torus
1,5379,11,100,1,1,torus
1,5380,16,100,1,1,torus
1,5381,17,100,1,1,torus
1,5382,19,100,1,1,torus
1,5383,25,100,1,1,torus
1,5384,19,100,1,1,torus
1,5385,20,100,1,1,torus
1,5386,29,100,1,1,torus
1,5387,16,100,1,1,torus
1,5388,17,100,1,1,torus
1,5389,11,100,1,1,torus
1,5390,27,100,1,1,torus
1,5391,19,100,1,1,torus
1,5392,12,100,1,1,torus
1,5393,21,100,1,1,torus
1,5394,9,100,1,1,torus
1,5395,22,100,1,1,torus
1,5396,16,100,1,1,torus
1,5397,11,100,1,1,torus
1,5398,7,100,1,1,torus
1,5399,35,100,1,1,torus
1,5400,24,100,1,1,torus
1,5401,7,100,1,1,torus
1,5402,15,100,1,1,torus
1,5403,18,100,1,1,torus
1,5404,19,100,1,1,torus
1,5405,9,100,1,1,torus
1,5406,21,100,1,1,torus
1,5407,15,100,1,1,torus
1,5408,7,100,1,1,torus
1,5409,41,100,1,1,torus
1,5410,26,100,1,1,torus
1,5411,18,100,1,1,torus
1,5412,18,100,1,1,torus
1,5413,32,100,1,1,torus
1,5414,12,100,1,1,torus
1,5415,18,100,1,1,torus
1,5416,20,100,1,1,torus
1,5417,34,100,1,1,torus
1,5418,13,100,1,1,torus
1,5419,24,100,1,1,torus
1,5420,16,100,1,1,torus
1,5421,14,100,1,1,torus
1,5422,21,100,1,1,torus
1,5423,14,100,1,1,torus
1,5424,20,100,1,1,torus
1,5425,28,100,1,1,torus
1,5426,26,100,1,1,torus
1,5427,8,100,1,1,torus
1,5428,21,100,1,1,torus
1,5429,20,100,1,1,torus
1,5430,12,100,1,1,torus
1,5431,19,100,1,1,torus
1,5432,8,100,1,1,torus
1,5433,23,100,1,1,torus
1,5434,12,100,1,1,torus
1,5435,15,100,1,1,torus
1,5436,10,100,1,1,torus
1,5437,24,100,1,1,torus
1,5438,8,100,1,1,torus
1,5439,10,100,1,1,torus
1,5440,14,100,1,1,torus
1,5441,12,100,1,1,torus
1,5442,33,100,1,1,torus
1,5443,27,100,1,1,torus
1,5444,23,100,1,1,torus
1,5445,20,100,1,1,torus
1,5446,19,100,1,1,torus
1,5447,14,100,1,1,torus
1,5448,22,100,1,1,torus
1,5449,21,100,1,1,torus
1,5450,13,100,1,1,torus
1,5451,19,100,1,1,torus
1,5452,20,100,1,1,torus
1,5453,19,100,1,1,torus
1,5454,37,100,1,1,torus
1,5455,17,100,1,1,torus
1,5456,12,100,1,1,torus
1,5457,21,100,1,1,torus
1,5458,18,100,1,1,torus
1,5459,20,100,1,1,torus
1,5460,15,100,1,1,torus
1,5461,10,100,1,1,torus
1,5462,13,100,1,1,torus
1,5463,23,100,1,1,torus
1,5464,41,100,1,1,torus
1,5465,28,100,1,1,torus
1,5466,16,100,1,1,torus
1,5467,24,100,1,1,torus
1,5468,12,100,1,1,torus
1,5469,19,100,1,1,torus
1,5470,25,100,1,1,torus
1,5471,29,100,1,1,torus
1,5472,17,100,1,1,torus
1,5473,16,100,1,1,torus
1,5474,32,100,1,1,torus
1,5475,24,100,1,1,torus
1,5476,20,100,1,1,torus
1,5477,16,100,1,1,torus
1,5478,21,100,1,1,torus
1,5479,11,100,1,1,torus
1,5480,22,100,1,1,torus
1,5481,28,100,1,1,torus
1,5482,24,100,1,1,torus
1,5483,28,100,1,1,torus
1,5484,21,100,1,1,torus
1,5485,6,100,1,1,torus
1,5486,6,100,1,1,torus
1,5487,14,100,1,1,torus
1,5488,35,100,1,1,torus
1,5489,12,100,1,1,torus
1,5490,9,100,1,1,torus
1,5491,11,100,1,1,torus
1,5492,20,100,1,1,torus
1,5493,13,100,1,1,torus
1,5494,30,100,1,1,torus
1,5495,17,100,1,1,torus
1,5496,15,100,1,1,torus
1,5497,22,100,1,1,torus
1,5498,20,100,1,1,torus
1,5499,13,100,1,1,torus
1,5500,28,100,1,1,torus
1,5501,16,100,1,1,torus
1,5502,12,100,1,1,torus
1,5503,30,100,1,1,torus
1,5504,8,100,1,1,torus
1,5505,23,100,1,1,torus
1,5506,14,100,1,1,torus
1,5507,26,100,1,1,torus
1,5508,11,100,1,1,torus
1,5509,15,100,1,1,torus
1,5510,33,100,1,1,torus
1,5511,12,100,1,1,torus
1,5512,39,100,1,1,torus
1,5513,18,100,1,1,torus
1,5514,15,100,1,1,torus
1,5515,23,100,1,1,torus
1,5516,26,100,1,1,torus
1,5517,19,100,1,1,torus
1,5518,16,100,1,1,torus
1,5519,21,100,1,1,torus
1,5520,13,100,1,1,torus
1,5521,22,100,1,1,torus
1,5522,12,100,1,1,torus
1,5523,5,100,1,1,torus
1,5524,18,100,1,1,torus
1,5525,18,100,1,1,torus
1,5526,23,100,1,1,torus
1,5527,26,100,1,1,torus
1,5528,42,100,1,1,torus
1,5529,8,100,1,1,torus
1,5530,25,100,1,1,torus
1,5531,18,100,1,1,torus
1,5532,25,100,1,1,torus
1,5533,19,100,1,1,torus
1,5534,29,100,1,1,torus
1,5535,24,100,1,1,torus
1,5536,15,100,1,1,torus
1,5537,18,100,1,1,torus
1,5538,9,100,1,1,torus
1,5539,30,100,1,1,torus
1,5540,24,100,1,1,torus
1,5541,28,100,1,1,torus
1,5542,25,100,1,1,torus
1,5543,10,100,1,1,torus
1,5544,17,100,1,1,torus
1,5545,24,100,1,1,torus
1,5546,18,100,1,1,torus
1,5547,14,100,1,1,torus
1,5548,9,100,1,1,torus
1,5549,25,100,1,1,torus
1,5550,8,100,1,1,torus
1,5551,23,100,1,1,torus
1,5552,30,100,1,1,torus
1,5553,16,100,1,1,torus
1,5554,21,100,1,1,torus
1,5555,12,100,1,1,torus
1,5556,16,100,1,1,torus
1,5557,14,100,1,1,torus
1,5558,16,100,1,1,torus
1,5559,26,100,1,1,torus
1,5560,19,100,1,1,torus
1,5561,22,100,1,1,torus
1,5562,30,100,1,1,torus
1,5563,21,100,1,1,torus
1,5564,20,100,1,1,torus
1,5565,20,100,1,1,torus
1,5566,37,100,1,1,torus
1,5567,28,100,1,1,torus
1,5568,15,100,1,1,torus
1,5569,34,100,1,1,torus
1,5570,15,100,1,1,torus
1,5571,19,100,1,1,torus
1,5572,20,100,1,1,torus
1,5573,28,100,1,1,torus
1,5574,18,100,1,1,torus
1,5575,17,100,1,1,torus
1,5576,21,100,1,1,torus
1,5577,15,100,1,1,torus
1,5578,24,100,1,1,torus
1,5579,23,100,1,1,torus
1,5580,8,100,1,1,torus
1,5581,31,100,1,1,torus
1,5582,24,100,1,1,torus
1,5583,25,100,1,1,torus
1,5584,11,100,1,1,torus
1,5585,17,100,1,1,torus
1,5586,13,100,1,1,torus
1,5587,18,100,1,1,torus
1,5588,18,100,1,1,torus
1,5589,15,100,1,1,torus
1,5590,19,100,1,1,torus
1,5591,21,100,1,1,torus
1,5592,30,100,1,1,torus
1,5593,17,100,1,1,torus
1,5594,17,100,1,1,torus
1,5595,15,100,1,1,torus
1,5596,12,100,1,1,torus
1,5597,32,100,1,1,torus
1,5598,21,100,1,1,torus
1,5599,20,100,1,1,torus
1,5600,21,100,1,1,torus
1,5601,20,100,1,1,torus
1,5602,25,100,1,1,torus
1,5603,9,100,1,1,torus
1,5604,16,100,1,1,torus
1,5605,31,100,1,1,torus
1,5606,23,100,1,1,torus
1,5607,11,100,1,1,torus
1,5608,23,100,1,1,torus
1,5609,13,100,1,1,torus
1,5610,20,100,1,1,torus
1,5611,19,100,1,1,torus
1,5612,19,100,1,1,torus
1,5613,25,100,1,1,torus
1,5614,21,100,1,1,torus
1,5615,20,100,1,1,torus
1,5616,10,100,1,1,torus
1,5617,14,100,1,1,torus
1,5618,26,100,1,1,torus
1,5619,13,100,1,1,torus
1,5620,31,100,1,1,torus
1,5621,33,100,1,1,torus
1,5622,17,100,1,1,torus
1,5623,19,100,1,1,torus
1,5624,10,100,1,1,torus
1,5625,15,100,1,1,torus
1,5626,16,100,1,1,torus
1,5627,11,100,1,1,torus
1,5628,14,100,1,1,torus
1,5629,15,100,1,1,torus
1,5630,19,100,1,1,torus
1,5631,22,100,1,1,torus
1,5632,26,100,1,1,torus
1,5633,13,100,1,1,torus
1,5634,22,100,1,1,torus
1,5635,29,100,1,1,torus
1,5636,21,100,1,1,torus
1,5637,26,100,1,1,torus
1,5638,24,100,1,1,torus
1,5639,16,100,1,1,torus
1,5640,19,100,1,1,torus
1,5641,17,100,1,1,torus
1,5642,16,100,1,1,torus
1,5643,12,100,1,1,torus
1,5644,15,100,1,1,torus
1,5645,15,100,1,1,torus
1,5646,17,100,1,1,torus
1,5647,30,100,1,1,torus
1,5648,33,100,1,1,torus
1,5649,16,100,1,1,torus
1,5650,35,100,1,1,torus
1,5651,21,100,1,1,torus
1,5652,15,100,1,1,torus
1,5653,11,100,1,1,torus
1,5654,19,100,1,1,torus
1,5655,19,100,1,1,torus
1,5656,16,100,1,1,torus
1,5657,19,100,1,1,torus
1,5658,17,100,1,1,torus
1,5659,21,100,1,1,torus
1,5660,5,100,1,1,torus
1,5661,11,100,1,1,torus
1,5662,26,100,1,1,torus
1,5663,24,100,1,1,torus
1,5664,25,100,1,1,torus
1,5665,25,100,1,1,torus
1,5666,20,100,1,1,torus
1,5667,13,100,1,1,torus
1,5668,16,100,1,1,torus
1,5669,19,100,1,1,torus
1,5670,22,100,1,1,torus
1,5671,14,100,1,1,torus
1,5672,26,100,1,1,torus
1,5673,22,100,1,1,torus
1,5674,14,100,1,1,torus
1,5675,13,100,1,1,torus
1,5676,12,100,1,1,torus
1,5677,29,100,1,1,torus
1,5678,16,100,1,1,torus
1,5679,9,100,1,1,torus
1,5680,22,100,1,1,torus
1,5681,12,100,1,1,torus
1,5682,16,100,1,1,torus
1,5683,17,100,1,1,torus
1,5684,21,100,1,1,torus
1,5685,14,100,1,1,torus
1,5686,23,100,1,1,torus
1,5687,23,100,1,1,torus
1,5688,21,100,1,1,torus
1,5689,21,100,1,1,torus
1,5690,16,100,1,1,torus
1,5691,10,100,1,1,torus
1,5692,21,100,1,1,torus
1,5693,16,100,1,1,torus
1,5694,27,100,1,1,torus
1,5695,19,100,1,1,torus
1,5696,13,100,1,1,torus
1,5697,22,100,1,1,torus
1,5698,7,100,1,1,torus
1,5699,32,100,1,1,torus
1,5700,22,100,1,1,torus
1,5701,25,100,1,1,torus
1,5702,13,100,1,1,torus
1,5703,7,100,1,1,torus
1,5704,20,100,1,1,torus
1,5705,33,100,1,1,torus
1,5706,24,100,1,1,torus
1,5707,27,100,1,1,torus
1,5708,20,100,1,1,torus
1,5709,18,100,1,1,torus
1,5710,17,100,1,1,torus
1,5711,15,100,1,1,torus
1,5712,24,100,1,1,torus
1,5713,23,100,1,1,torus
1,5714,32,100,1,1,torus
1,5715,23,100,1,1,torus
1,5716,15,100,1,1,torus
1,5717,16,100,1,1,torus
1,5718,17,100,1,1,torus
1,5719,19,100,1,1,torus
1,5720,19,100,1,1,torus
1,5721,21,100,1,1,torus
1,5722,23,100,1,1,torus
1,5723,24,100,1,1,torus
1,5724,14,100,1,1,torus
1,5725,24,100,1,1,torus
1,5726,15,100,1,1,torus
1,5727,24,100,1,1,torus
1,5728,23,100,1,1,torus
1,5729,13,100,1,1,torus
1,5730,24,100,1,1,torus
1,5731,28,100,1,1,torus
1,5732,15,100,1,1,torus
1,5733,12,100,1,1,torus
1,5734,18,100,1,1,torus
1,5735,11,100,1,1,torus
1,5736,29,100,1,1,torus
1,5737,16,100,1,1,torus
1,5738,23,100,1,1,torus
1,5739,28,100,1,1,torus
1,5740,15,100,1,1,torus
1,5741,23,100,1,1,torus
1,5742,19,100,1,1,torus
1,5743,14,100,1,1,torus
1,5744,13,100,1,1,torus
1,5745,12,100,1,1,torus
1,5746,20,100,1,1,torus
1,5747,11,100,1,1,torus
1,5748,10,100,1,1,torus
1,5749,21,100,1,1,torus
1,5750,21,100,1,1,torus
1,5751,18,100,1,1,torus
1,5752,29,100,1,1,torus
1,5753,14,100,1,1,torus
1,5754,27,100,1,1,torus
1,5755,12,100,1,1,torus
1,5756,26,100,1,1,torus
1,5757,14,100,1,1,torus
1,5758,17,100,1,1,torus
1,5759,12,100,1,1,torus
1,5760,16,100,1,1,torus
1,5761,18,100,1,1,torus
1,5762,28,100,1,1,torus
1,5763,15,100,1,1,torus
1,5764,20,100,1,1,torus
1,5765,28,100,1,1,torus
1,5766,21,100,1,1,torus
1,5767,22,100,1,1,torus
1,5768,6,100,1,1,torus
1,5769,25,100,1,1,torus
1,5770,18,100,1,1,torus
1,5771,17,100,1,1,torus
1,5772,12,100,1,1,torus
1,5773,23,100,1,1,torus
1,5774,15,100,1,1,torus
1,5775,21,100,1,1,torus
1,5776,21,100,1,1,torus
1,5777,22,100,1,1,torus
1,5778,14,100,1,1,torus
1,5779,26,100,1,1,torus
1,5780,20,100,1,1,torus
1,5781,19,100,1,1,torus
1,5782,16,100,1,1,torus
1,5783,35,100,1,1,torus
1,5784,10,100,1,1,torus
1,5785,23,100,1,1,torus
1,5786,14,100,1,1,torus
1,5787,30,100,1,1,torus
1,5788,24,100,1,1,torus
1,5789,17,100,1,1,torus
1,5790,22,100,1,1,torus
1,5791,32,100,1,1,torus
1,5792,19,100,1,1,torus
1,5793,19,100,1,1,torus
1,5794,24,100,1,1,torus
1,5795,22,100,1,1,torus
1,5796,10,100,1,1,torus
1,5797,7,100,1,1,torus
1,5798,27,100,1,1,torus
1,5799,15,100,1,1,torus
1,5800,24,100,1,1,torus
1,5801,18,100,1,1,torus
1,5802,15,100,1,1,torus
1,5803,12,100,1,1,torus
1,5804,13,100,1,1,torus
1,5805,10,100,1,1,torus
1,5806,16,100,1,1,torus
1,5807,12,100,1,1,torus
1,5808,21,100,1,1,torus
1,5809,8,100,1,1,torus
1,5810,10,100,1,1,torus
1,5811,21,100,1,1,torus
1,5812,19,100,1,1,torus
1,5813,20,100,1,1,torus
1,5814,18,100,1,1,torus
1,5815,23,100,1,1,torus
1,5816,33,100,1,1,torus
1,5817,20,100,1,1,torus
1,5818,26,100,1,1,torus
1,5819,20,100,1,1,torus
1,5820,10,100,1,1,torus
1,5821,6,100,1,1,torus
1,5822,10,100,1,1,torus
1,5823,12,100,1,1,torus
1,5824,24,100,1,1,torus
1,5825,12,100,1,1,torus
1,5826,6,100,1,1,torus
1,5827,18,100,1,1,torus
1,5828,28,100,1,1,torus
1,5829,18,100,1,1,torus
1,5830,12,100,1,1,torus
1,5831,30,100,1,1,torus
1,5832,14,100,1,1,torus
1,5833,26,100,1,1,torus
1,5834,34,100,1,1,torus
1,5835,22,100,1,1,torus
1,5836,21,100,1,1,torus
1,5837,18,100,1,1,torus
1,5838,13,100,1,1,torus
1,5839,12,100,1,1,torus
1,5840,22,100,1,1,torus
1,5841,29,100,1,1,torus
1,5842,18,100,1,1,torus
1,5843,27,100,1,1,torus
1,5844,12,100,1,1,torus
1,5845,18,100,1,1,torus
1,5846,26,100,1,1,torus
1,5847,10,100,1,1,torus
1,5848,29,100,1,1,torus
1,5849,16,100,1,1,torus
1,5850,14,100,1,1,torus
1,5851,15,100,1,1,torus
1,5852,14,100,1,1,torus
1,5853,23,100,1,1,torus
1,5854,24,100,1,1,torus
1,5855,20,100,1,1,torus
1,5856,17,100,1,1,torus
1,5857,10,100,1,1,torus
1,5858,18,100,1,1,torus
1,5859,22,100,1,1,torus
1,5860,23,100,1,1,torus
1,5861,16,100,1,1,torus
1,5862,8,100,1,1,torus
1,5863,14,100,1,1,torus
1,5864,16,100,1,1,torus
1,5865,7,100,1,1,torus
1,5866,13,100,1,1,torus
1,5867,27,100,1,1,torus
1,5868,13,100,1,1,torus
1,5869,33,100,1,1,torus
1,5870,31,100,1,1,torus
1,5871,18,100,1,1,torus
1,5872,20,100,1,1,torus
1,5873,24,100,1,1,torus
1,5874,18,100,1,1,torus
